date,location,total_cases
13/05/2020,Greenland,11
13/05/2020,South Africa,12074
13/05/2020,India,78055
14/05/2020,China,82933
14/05/2020,Chile,42029
14/05/2020,Australia,7019
14/05/2020,Egypt,10829
14/05/2020,United Kingdom,224069
14/05/2020,United States,1420645
14/05/2020,Hungary,3380
14/05/2020,Japan,16096
14/05/2020,Greenland,11
14/05/2020,South Africa,12739
14/05/2020,India,81997
15/05/2020,China,82941
15/05/2020,Chile,44531
15/05/2020,Australia,7035
15/05/2020,Egypt,11228
15/05/2020,United Kingdom,226586
15/05/2020,United States,1445458
15/05/2020,Hungary,3417
15/05/2020,Japan,16148
15/05/2020,Greenland,11
15/05/2020,South Africa,13524
15/05/2020,India,85784
16/05/2020,China,82947
16/05/2020,Chile,50016
16/05/2020,Australia,7044
16/05/2020,Egypt,11719
16/05/2020,United Kingdom,228651
16/05/2020,United States,1469544
16/05/2020,Hungary,3473
16/05/2020,Japan,16202
16/05/2020,Greenland,11
16/05/2020,South Africa,14355
16/05/2020,India,90648
17/05/2020,China,82954
17/05/2020,Chile,52369
17/05/2020,Australia,7054
17/05/2020,Egypt,12229
17/05/2020,United Kingdom,230477
17/05/2020,United States,1488293
17/05/2020,Hungary,3509
17/05/2020,Japan,16226
17/05/2020,Greenland,11
17/05/2020,South Africa,15515
17/05/2020,India,95698
18/05/2020,China,82963
18/05/2020,Chile,54647
18/05/2020,Australia,7068
18/05/2020,Egypt,12764
18/05/2020,United Kingdom,233051
18/05/2020,United States,1510572
18/05/2020,Hungary,3535
18/05/2020,Japan,16259
18/05/2020,Greenland,11
18/05/2020,South Africa,16433
18/05/2020,India,100328
19/05/2020,China,82963
19/05/2020,Chile,58167
19/05/2020,Australia,7072
19/05/2020,Egypt,13484
19/05/2020,United Kingdom,236097
19/05/2020,United States,1531056
19/05/2020,Hungary,3556
19/05/2020,Japan,16287
19/05/2020,Greenland,11
19/05/2020,South Africa,17200
19/05/2020,India,106475
20/05/2020,China,82963
20/05/2020,Chile,62205
20/05/2020,Australia,7081
20/05/2020,Egypt,14229
20/05/2020,United Kingdom,238804
20/05/2020,United States,1553884
20/05/2020,Hungary,3598
20/05/2020,Japan,16321
20/05/2020,Greenland,11
20/05/2020,South Africa,18003
20/05/2020,India,112028
21/05/2020,China,82963
21/05/2020,Chile,66169
21/05/2020,Australia,7095
21/05/2020,Egypt,15003
21/05/2020,United Kingdom,241346
21/05/2020,United States,1579099
21/05/2020,Hungary,3641
21/05/2020,Japan,16362
21/05/2020,Greenland,11
21/05/2020,South Africa,19137
21/05/2020,India,118226
22/05/2020,China,82971
22/05/2020,Chile,70445
22/05/2020,Australia,7099
22/05/2020,Egypt,15786
22/05/2020,United Kingdom,243379
22/05/2020,United States,1602965
22/05/2020,Hungary,3678
22/05/2020,Japan,16385
22/05/2020,Greenland,11
22/05/2020,South Africa,20125
22/05/2020,India,124794
23/05/2020,China,82974
23/05/2020,Chile,80287
23/05/2020,Australia,7114
23/05/2020,Egypt,16513
23/05/2020,United Kingdom,244886
23/05/2020,United States,1623148
23/05/2020,Hungary,3713
23/05/2020,Japan,16410
23/05/2020,Greenland,11
23/05/2020,South Africa,21343
23/05/2020,India,131423
24/05/2020,China,82985
24/05/2020,Chile,83996
24/05/2020,Australia,7114
24/05/2020,Egypt,17265
24/05/2020,United Kingdom,246234
24/05/2020,United States,1643335
24/05/2020,Hungary,3741
24/05/2020,Japan,16451
24/05/2020,Greenland,12
24/05/2020,South Africa,22583
24/05/2020,India,138536
25/05/2020,China,82992
25/05/2020,Chile,88891
25/05/2020,Australia,7126
25/05/2020,Egypt,17967
25/05/2020,United Kingdom,247841
25/05/2020,United States,1662426
25/05/2020,Hungary,3756
25/05/2020,Japan,16472
25/05/2020,Greenland,12
25/05/2020,South Africa,23615
25/05/2020,India,144950
26/05/2020,China,82993
26/05/2020,Chile,92855
26/05/2020,Australia,7139
26/05/2020,Egypt,18756
26/05/2020,United Kingdom,249491
26/05/2020,United States,1681100
26/05/2020,Hungary,3771
26/05/2020,Japan,16502
26/05/2020,Greenland,12
26/05/2020,South Africa,24264
26/05/2020,India,150793
27/05/2020,China,82995
27/05/2020,Chile,97183
27/05/2020,Australia,7150
27/05/2020,Egypt,19666
27/05/2020,United Kingdom,251294
27/05/2020,United States,1699838
27/05/2020,Hungary,3793
27/05/2020,Japan,16528
27/05/2020,Greenland,13
27/05/2020,South Africa,25937
27/05/2020,India,158086
28/05/2020,China,82995
28/05/2020,Chile,101837
28/05/2020,Australia,7165
28/05/2020,Egypt,20793
28/05/2020,United Kingdom,253028
28/05/2020,United States,1721108
28/05/2020,Hungary,3816
28/05/2020,Japan,16588
28/05/2020,Greenland,13
28/05/2020,South Africa,27403
28/05/2020,India,165386
29/05/2020,China,82999
29/05/2020,Chile,105532
29/05/2020,Australia,7184
29/05/2020,Egypt,22082
29/05/2020,United Kingdom,254533
29/05/2020,United States,1746195
29/05/2020,Hungary,3841
29/05/2020,Japan,16661
29/05/2020,Greenland,13
29/05/2020,South Africa,29240
29/05/2020,India,173491
30/05/2020,China,83001
30/05/2020,Chile,118720
30/05/2020,Australia,7192
30/05/2020,Egypt,23449
30/05/2020,United Kingdom,255632
30/05/2020,United States,1769286
30/05/2020,Hungary,3867
30/05/2020,Japan,16706
30/05/2020,Greenland,13
30/05/2020,South Africa,30967
30/05/2020,India,181827
31/05/2020,China,83017
31/05/2020,Chile,123550
31/05/2020,Australia,7202
31/05/2020,Egypt,24985
31/05/2020,United Kingdom,256701
31/05/2020,United States,1788181
31/05/2020,Hungary,3876
31/05/2020,Japan,16741
31/05/2020,Greenland,13
31/05/2020,South Africa,32683
31/05/2020,India,190609
01/06/2020,China,83022
01/06/2020,Chile,129020
01/06/2020,Australia,7221
01/06/2020,Egypt,26384
01/06/2020,United Kingdom,258135
01/06/2020,United States,1806048
01/06/2020,Hungary,3892
01/06/2020,Japan,16778
01/06/2020,Greenland,13
01/06/2020,South Africa,34357
01/06/2020,India,198370
02/06/2020,China,83023
02/06/2020,Chile,132548
02/06/2020,Australia,7229
02/06/2020,Egypt,27536
02/06/2020,United Kingdom,259602
02/06/2020,United States,1826126
02/06/2020,Hungary,3921
02/06/2020,Japan,16829
02/06/2020,Greenland,13
02/06/2020,South Africa,35812
02/06/2020,India,207191
03/06/2020,China,83022
03/06/2020,Chile,137490
03/06/2020,Australia,7240
03/06/2020,Egypt,28615
03/06/2020,United Kingdom,260944
03/06/2020,United States,1845287
03/06/2020,Hungary,3931
03/06/2020,Japan,16858
03/06/2020,Greenland,13
03/06/2020,South Africa,37525
03/06/2020,India,216824
04/06/2020,China,83027
04/06/2020,Chile,142154
04/06/2020,Australia,7247
04/06/2020,Egypt,29767
04/06/2020,United Kingdom,262178
04/06/2020,United States,1873208
04/06/2020,Hungary,3954
04/06/2020,Japan,16902
04/06/2020,Greenland,13
04/06/2020,South Africa,40792
04/06/2020,India,226713
05/06/2020,China,83030
05/06/2020,Chile,146361
05/06/2020,Australia,7252
05/06/2020,Egypt,31115
05/06/2020,United Kingdom,263284
05/06/2020,United States,1899614
05/06/2020,Hungary,3970
05/06/2020,Japan,16949
05/06/2020,Greenland,13
05/06/2020,South Africa,43434
05/06/2020,India,236184
06/06/2020,China,83036
06/06/2020,Chile,160351
06/06/2020,Australia,7259
06/06/2020,Egypt,32612
06/06/2020,United Kingdom,264075
06/06/2020,United States,1919909
06/06/2020,Hungary,3990
06/06/2020,Japan,16995
06/06/2020,Greenland,13
06/06/2020,South Africa,45973
06/06/2020,India,246622
07/06/2020,China,83040
07/06/2020,Chile,166756
07/06/2020,Australia,7265
07/06/2020,Egypt,34079
07/06/2020,United Kingdom,264792
07/06/2020,United States,1937761
07/06/2020,Hungary,4008
07/06/2020,Japan,17033
07/06/2020,Greenland,13
07/06/2020,South Africa,48285
07/06/2020,India,257486
08/06/2020,China,83043
08/06/2020,Chile,171452
08/06/2020,Australia,7267
08/06/2020,Egypt,35444
08/06/2020,United Kingdom,265880
08/06/2020,United States,1954658
08/06/2020,Hungary,4014
08/06/2020,Japan,17054
08/06/2020,Greenland,13
08/06/2020,South Africa,50879
08/06/2020,India,265928
09/06/2020,China,83046
09/06/2020,Chile,175365
09/06/2020,Australia,7274
09/06/2020,Egypt,36829
09/06/2020,United Kingdom,267033
09/06/2020,United States,1974960
09/06/2020,Hungary,4017
09/06/2020,Japan,17099
09/06/2020,Greenland,13
09/06/2020,South Africa,52991
09/06/2020,India,276146
10/06/2020,China,83057
10/06/2020,Chile,181062
10/06/2020,Australia,7285
10/06/2020,Egypt,38284
10/06/2020,United Kingdom,268217
10/06/2020,United States,1996681
10/06/2020,Hungary,4027
10/06/2020,Japan,17135
10/06/2020,Greenland,13
10/06/2020,South Africa,55421
10/06/2020,India,286605
11/06/2020,China,83064
11/06/2020,Chile,186698
11/06/2020,Australia,7289
11/06/2020,Egypt,39726
11/06/2020,United Kingdom,269218
11/06/2020,United States,2018962
11/06/2020,Hungary,4039
11/06/2020,Japan,17179
11/06/2020,Greenland,13
11/06/2020,South Africa,58568
11/06/2020,India,297535
12/06/2020,China,83075
12/06/2020,Chile,193452
12/06/2020,Australia,7294
12/06/2020,Egypt,41303
12/06/2020,United Kingdom,270271
12/06/2020,United States,2044514
12/06/2020,Hungary,4053
12/06/2020,Japan,17240
12/06/2020,Greenland,13
12/06/2020,South Africa,61927
12/06/2020,India,308993
13/06/2020,China,83132
13/06/2020,Chile,201634
13/06/2020,Australia,7320
13/06/2020,Egypt,42980
13/06/2020,United Kingdom,271158
13/06/2020,United States,2068691
13/06/2020,Hungary,4064
13/06/2020,Japan,17285
13/06/2020,Greenland,13
13/06/2020,South Africa,65736
13/06/2020,India,320922
14/06/2020,China,83181
14/06/2020,Chile,208572
14/06/2020,Australia,7335
14/06/2020,Egypt,44598
14/06/2020,United Kingdom,271965
14/06/2020,United States,2087592
14/06/2020,Hungary,4069
14/06/2020,Japan,17360
14/06/2020,Greenland,13
14/06/2020,South Africa,70038
14/06/2020,India,332424
15/06/2020,China,83221
15/06/2020,Chile,213715
15/06/2020,Australia,7347
15/06/2020,Egypt,46289
15/06/2020,United Kingdom,272991
15/06/2020,United States,2108589
15/06/2020,Hungary,4076
15/06/2020,Japan,17432
15/06/2020,Greenland,13
15/06/2020,South Africa,73533
15/06/2020,India,343091
16/06/2020,China,83265
16/06/2020,Chile,218728
16/06/2020,Australia,7370
16/06/2020,Egypt,47856
16/06/2020,United Kingdom,274068
16/06/2020,United States,2133122
16/06/2020,Hungary,4077
16/06/2020,Japan,17474
16/06/2020,Greenland,13
16/06/2020,South Africa,76334
16/06/2020,India,354065
17/06/2020,China,83293
17/06/2020,Chile,220628
17/06/2020,Australia,7391
17/06/2020,Egypt,49219
17/06/2020,United Kingdom,275068
17/06/2020,United States,2160182
17/06/2020,Hungary,4078
17/06/2020,Japan,17520
17/06/2020,Greenland,13
17/06/2020,South Africa,80412
17/06/2020,India,366946
18/06/2020,China,83325
18/06/2020,Chile,225103
18/06/2020,Australia,7409
18/06/2020,Egypt,50437
18/06/2020,United Kingdom,276088
18/06/2020,United States,2188400
18/06/2020,Hungary,4079
18/06/2020,Japan,17589
18/06/2020,Greenland,13
18/06/2020,South Africa,83890
18/06/2020,India,380532
19/06/2020,China,83325
19/06/2020,Chile,231393
19/06/2020,Australia,7411
19/06/2020,Egypt,52211
19/06/2020,United Kingdom,277070
19/06/2020,United States,2219461
19/06/2020,Hungary,4081
19/06/2020,Japan,17650
19/06/2020,Greenland,13
19/06/2020,South Africa,87715
19/06/2020,India,395048
20/06/2020,China,83380
20/06/2020,Chile,236748
20/06/2020,Australia,7461
20/06/2020,Egypt,53758
20/06/2020,United Kingdom,277736
20/06/2020,United States,2251274
20/06/2020,Hungary,4086
20/06/2020,Japan,17714
20/06/2020,Greenland,13
20/06/2020,South Africa,92681
20/06/2020,India,410451
21/06/2020,China,83396
21/06/2020,Chile,242355
21/06/2020,Australia,7474
21/06/2020,Egypt,55233
21/06/2020,United Kingdom,278358
21/06/2020,United States,2277123
21/06/2020,Hungary,4094
21/06/2020,Japan,17769
21/06/2020,Greenland,13
21/06/2020,South Africa,97302
21/06/2020,India,425282
22/06/2020,China,83418
22/06/2020,Chile,246963
22/06/2020,Australia,7492
22/06/2020,Egypt,56809
22/06/2020,United Kingdom,279250
22/06/2020,United States,2306849
22/06/2020,Hungary,4102
22/06/2020,Japan,17812
22/06/2020,Greenland,13
22/06/2020,South Africa,101590
22/06/2020,India,440215
23/06/2020,China,83431
23/06/2020,Chile,250767
23/06/2020,Australia,7521
23/06/2020,Egypt,58141
23/06/2020,United Kingdom,280132
23/06/2020,United States,2345439
23/06/2020,Hungary,4107
23/06/2020,Japan,17869
23/06/2020,Greenland,13
23/06/2020,South Africa,106108
23/06/2020,India,456183
24/06/2020,China,83449
24/06/2020,Chile,254416
24/06/2020,Australia,7558
24/06/2020,Egypt,59561
24/06/2020,United Kingdom,280906
24/06/2020,United States,2381696
24/06/2020,Hungary,4114
24/06/2020,Japan,17965
24/06/2020,Greenland,13
24/06/2020,South Africa,111796
24/06/2020,India,473105
25/06/2020,China,83462
25/06/2020,Chile,259064
25/06/2020,Australia,7595
25/06/2020,Egypt,61130
25/06/2020,United Kingdom,281603
25/06/2020,United States,2421070
25/06/2020,Hungary,4123
25/06/2020,Japan,18047
25/06/2020,Greenland,13
25/06/2020,South Africa,118375
25/06/2020,India,490401
26/06/2020,China,83483
26/06/2020,Chile,263360
26/06/2020,Australia,7601
26/06/2020,Egypt,62755
26/06/2020,United Kingdom,282243
26/06/2020,United States,2470184
26/06/2020,Hungary,4127
26/06/2020,Japan,18152
26/06/2020,Greenland,13
26/06/2020,South Africa,124590
26/06/2020,India,508953
27/06/2020,China,83500
27/06/2020,Chile,267766
27/06/2020,Australia,7686
27/06/2020,Egypt,63923
27/06/2020,United Kingdom,282876
27/06/2020,United States,2510987
27/06/2020,Hungary,4138
27/06/2020,Japan,18244
27/06/2020,Greenland,13
27/06/2020,South Africa,131800
27/06/2020,India,528859
28/06/2020,China,83512
28/06/2020,Chile,271982
28/06/2020,Australia,7764
28/06/2020,Egypt,65188
28/06/2020,United Kingdom,283271
28/06/2020,United States,2553903
28/06/2020,Hungary,4142
28/06/2020,Japan,18357
28/06/2020,Greenland,13
28/06/2020,South Africa,138134
28/06/2020,India,548318
29/06/2020,China,83531
29/06/2020,Chile,275999
29/06/2020,Australia,7834
29/06/2020,Egypt,66754
29/06/2020,United Kingdom,283875
29/06/2020,United States,2595213
29/06/2020,Hungary,4145
29/06/2020,Japan,18467
29/06/2020,Greenland,13
29/06/2020,South Africa,144264
29/06/2020,India,566840
30/06/2020,China,83534
30/06/2020,Chile,279393
30/06/2020,Australia,7920
30/06/2020,Egypt,68311
30/06/2020,United Kingdom,284278
30/06/2020,United States,2645026
30/06/2020,Hungary,4155
30/06/2020,Japan,18605
30/06/2020,Greenland,13
30/06/2020,South Africa,151209
30/06/2020,India,585481
01/07/2020,China,83537
01/07/2020,Chile,282043
01/07/2020,Australia,8001
01/07/2020,Egypt,69814
01/07/2020,United Kingdom,284338
01/07/2020,United States,2694140
01/07/2020,Hungary,4157
01/07/2020,Japan,18732
01/07/2020,Greenland,13
01/07/2020,South Africa,159333
01/07/2020,India,604641
02/07/2020,China,83542
02/07/2020,Chile,284541
02/07/2020,Australia,8066
02/07/2020,Egypt,71299
02/07/2020,United Kingdom,284342
02/07/2020,United States,2749063
02/07/2020,Hungary,4166
02/07/2020,Japan,18926
02/07/2020,Greenland,13
02/07/2020,South Africa,168061
02/07/2020,India,625544
03/07/2020,China,83545
03/07/2020,Chile,288089
03/07/2020,Australia,8260
03/07/2020,Egypt,72711
03/07/2020,United Kingdom,284844
03/07/2020,United States,2800572
03/07/2020,Hungary,4172
03/07/2020,Japan,19176
03/07/2020,Greenland,13
03/07/2020,South Africa,177124
03/07/2020,India,648315
04/07/2020,China,83553
04/07/2020,Chile,291847
04/07/2020,Australia,8443
04/07/2020,Egypt,74035
04/07/2020,United Kingdom,285468
04/07/2020,United States,2846546
04/07/2020,Hungary,4174
04/07/2020,Japan,19450
04/07/2020,Greenland,13
04/07/2020,South Africa,187977
04/07/2020,India,673165
05/07/2020,China,83557
05/07/2020,Chile,295532
05/07/2020,Australia,8583
05/07/2020,Egypt,75253
05/07/2020,United Kingdom,285984
05/07/2020,United States,2900280
05/07/2020,Hungary,4183
05/07/2020,Japan,19658
05/07/2020,Greenland,13
05/07/2020,South Africa,196750
05/07/2020,India,697413
06/07/2020,China,83558
06/07/2020,Chile,298557
06/07/2020,Australia,8755
06/07/2020,Egypt,76222
06/07/2020,United Kingdom,286336
06/07/2020,United States,2943422
06/07/2020,Hungary,4189
06/07/2020,Japan,19834
06/07/2020,Greenland,13
06/07/2020,South Africa,205721
06/07/2020,India,719664
07/07/2020,China,83572
07/07/2020,Chile,301019
07/07/2020,Australia,8886
07/07/2020,Egypt,77279
07/07/2020,United Kingdom,286917
07/07/2020,United States,3000651
07/07/2020,Hungary,4205
07/07/2020,Japan,20042
07/07/2020,Greenland,13
07/07/2020,South Africa,215855
07/07/2020,India,742417
08/07/2020,China,83581
08/07/2020,Chile,303083
08/07/2020,Australia,9056
08/07/2020,Egypt,78304
08/07/2020,United Kingdom,287552
08/07/2020,United States,3060861
08/07/2020,Hungary,4210
08/07/2020,Japan,20249
08/07/2020,Greenland,13
08/07/2020,South Africa,224665
08/07/2020,India,767296
09/07/2020,China,83581
09/07/2020,Chile,306216
09/07/2020,Australia,9374
09/07/2020,Egypt,79254
09/07/2020,United Kingdom,288194
09/07/2020,United States,3120440
09/07/2020,Hungary,4220
09/07/2020,Japan,20604
09/07/2020,Greenland,13
09/07/2020,South Africa,238339
09/07/2020,India,793802
10/07/2020,China,83581
10/07/2020,Chile,309274
10/07/2020,Australia,9553
10/07/2020,Egypt,80235
10/07/2020,United Kingdom,288706
10/07/2020,United States,3189230
10/07/2020,Hungary,4223
10/07/2020,Japan,21034
10/07/2020,Greenland,13
10/07/2020,South Africa,250687
10/07/2020,India,820916
11/07/2020,China,83594
11/07/2020,Chile,312029
11/07/2020,Australia,9797
11/07/2020,Egypt,81158
11/07/2020,United Kingdom,289526
11/07/2020,United States,3249680
11/07/2020,Hungary,4229
11/07/2020,Japan,21420
11/07/2020,Greenland,13
11/07/2020,South Africa,264184
11/07/2020,India,849522
12/07/2020,China,83602
12/07/2020,Chile,315041
12/07/2020,Australia,9980
12/07/2020,Egypt,82070
12/07/2020,United Kingdom,290176
12/07/2020,United States,3309862
12/07/2020,Hungary,4234
12/07/2020,Japan,21827
12/07/2020,Greenland,13
12/07/2020,South Africa,276242
12/07/2020,India,878254
13/07/2020,China,83602
13/07/2020,Chile,317657
13/07/2020,Australia,10251
13/07/2020,Egypt,83001
13/07/2020,United Kingdom,290706
13/07/2020,United States,3369365
13/07/2020,Hungary,4247
13/07/2020,Japan,22086
13/07/2020,Greenland,13
13/07/2020,South Africa,287796
13/07/2020,India,906752
14/07/2020,China,83611
14/07/2020,Chile,319493
14/07/2020,Australia,10487
14/07/2020,Egypt,83930
14/07/2020,United Kingdom,291950
14/07/2020,United States,3435016
14/07/2020,Hungary,4258
14/07/2020,Japan,22419
14/07/2020,Greenland,13
14/07/2020,South Africa,298292
14/07/2020,India,936181
15/07/2020,China,83612
15/07/2020,Chile,321205
15/07/2020,Australia,10810
15/07/2020,Egypt,84843
15/07/2020,United Kingdom,292488
15/07/2020,United States,3500999
15/07/2020,Hungary,4263
15/07/2020,Japan,22869
15/07/2020,Greenland,13
